task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,per_hit,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound,probeHit,etagMatched,ttlValid,auditorBlocked,curatedFlag,frontierHit,frontierCrossFamilyAdoption,cacheHit,auditorFetchMiss,retrieval_hit,retrieval_use_hit,frontier_use_hit,provenanceHash,qcr_jaccard,frontier_jaccard
task_0002,family_00,template_00,0.5,0.5,8,NC4-ABLATION,0,1,0,1,820,820,63.75,12,1285,150,120,8,1,1,0,0.9682,4,0,0,0,0,0,1,0,0,1,0,1,1,1,8b32b5fb0315dfee,0.6666666666666666,1.0
task_0003,family_00,template_00,0.75,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.3333333333333333,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.9895,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.3333333333333333,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9895,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.3333333333333333,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9895,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.3333333333333333,0.0
task_0003,family_00,template_00,0.75,1.0,8,P-SPIDER-MEA-BATCHED,1,0,0,1,820,820,63.75,12,1285,150,120,8,1,1,0,0.9838,4,0,0,0,0,0,1,1,0,1,0,1,1,1,980d6b1488b845c0,0.3333333333333333,0.3333333333333333
task_0003,family_00,template_00,0.75,1.0,8,NC1-SHUFFLED,1,0,1,1,1164,1164,106.83668142038223,13,2915,150,30,6,0,0,0,0.5448744531999576,2,0,1,1,1,1,1,0,0,0,1,0,0,0,980d6b1488b845c0,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC2-RANDOM,1,0,0,1,1045,1045,91.98538460072928,14,3885,150,120,5,0,0,0,0.6426847516633252,3,0,1,0,1,1,1,0,0,0,0,0,0,0,980d6b1488b845c0,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.3333333333333333,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC4-ABLATION,1,0,0,1,820,820,63.75,12,1285,150,120,8,1,1,0,0.9834,4,0,0,0,0,0,1,0,0,1,0,1,1,1,980d6b1488b845c0,0.3333333333333333,0.3333333333333333
task_0004,family_00,template_00,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.6666666666666666,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6666666666666666,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6666666666666666,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6666666666666666,0.0
task_0004,family_00,template_00,1.0,1.0,8,P-SPIDER-MEA-BATCHED,1,0,0,1,780,780,58.75,12,1195,150,30,8,1,1,0,0.99,4,0,1,1,1,0,1,1,0,1,0,1,1,1,51ec449a68695798,0.6666666666666666,1.0
task_0004,family_00,template_00,1.0,1.0,8,NC1-SHUFFLED,1,1,0,1,957,957,80.94929771335872,13,2915,150,30,6,0,0,0,0.6785177535171911,3,1,1,1,1,1,1,0,0,1,0,0,0,0,51ec449a68695798,0.0,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC2-RANDOM,0,1,0,1,1189,1189,109.9657442908385,13,2915,150,30,6,0,0,0,0.6267498263025137,3,0,0,1,0,1,1,0,0,1,0,0,0,0,51ec449a68695798,0.125,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.6666666666666666,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC4-ABLATION,1,0,1,1,780,780,58.75,12,1195,150,30,8,0,0,0,0.0418,0,1,1,1,1,1,1,0,0,1,0,1,0,0,51ec449a68695798,0.6666666666666666,1.0
task_0005,family_00,template_00,0.25,0.5,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.6666666666666666,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-RAG-EMBED,1,0,0,1,2450,2450,281.25,14,4750,150,120,4,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.6666666666666666,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6666666666666666,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6666666666666666,0.0
task_0005,family_00,template_00,0.25,0.5,8,P-SPIDER-MEA-BATCHED,1,0,0,1,820,820,63.75,12,1285,150,120,8,1,1,0,0.9896,4,0,0,0,0,0,1,1,0,1,0,1,1,1,a97b2f525bba4efe,0.6666666666666666,1.0
task_0005,family_00,template_00,0.25,0.5,8,NC1-SHUFFLED,1,0,1,1,1090,1090,97.58737436247387,13,3005,150,120,6,0,0,0,0.5098107473306017,2,0,0,0,0,1,1,0,0,0,1,0,0,0,a97b2f525bba4efe,0.0,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC2-RANDOM,1,0,0,1,1092,1092,97.79010181498688,13,2915,150,30,6,0,0,0,0.48062881419951214,2,0,0,0,0,1,1,1,0,1,0,0,0,0,a97b2f525bba4efe,0.125,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.6666666666666666,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC4-ABLATION,1,0,1,1,820,820,63.75,12,1285,150,120,8,0,0,0,0.035,0,1,0,0,1,1,1,0,0,1,0,1,0,0,a97b2f525bba4efe,0.6666666666666666,1.0
task_0006,family_01,template_01,0.0,0.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-RAG-EMBED,1,0,0,1,700,700,55.55555555555556,11,1350,150,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-STAGEHAND-CACHE,1,0,0,1,500,500,55.55555555555556,10,1200,0,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-TERX-REPLAY,1,0,0,1,500,500,55.55555555555556,10,1200,0,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,P-SPIDER-MEA-BATCHED,1,0,0,1,830,830,57.77777777777778,13,1315,150,30,9,1,1,0,0.99,4,0,1,1,1,0,1,1,0,1,0,1,1,1,0eeed6e3ff47c212,1.0,1.0
task_0006,family_01,template_01,0.0,0.0,9,NC1-SHUFFLED,1,0,1,1,1268,1268,106.51052759361919,12,1340,150,30,8,0,0,0,0.4642923674346482,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0eeed6e3ff47c212,0.2,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC2-RANDOM,0,1,0,1,1199,1199,98.88669119633727,12,1365,150,120,8,0,0,0,0.6979040234131736,3,0,1,1,0,1,1,0,0,1,0,0,0,0,0eeed6e3ff47c212,0.2,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC4-ABLATION,0,0,0,1,830,830,57.77777777777778,13,1315,150,30,9,1,1,0,0.9705,4,0,1,1,1,0,1,0,0,1,0,1,1,1,0eeed6e3ff47c212,1.0,1.0
task_0007,family_01,template_01,0.5,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9634,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5714285714285714,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.9634,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.5714285714285714,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9634,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.5714285714285714,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9634,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.5714285714285714,0.0
task_0007,family_01,template_01,0.5,0.5,9,P-SPIDER-MEA-BATCHED,1,0,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.99,4,0,0,0,1,0,1,1,0,1,0,1,1,1,7335c6a5217557e5,0.5714285714285714,1.0
task_0007,family_01,template_01,0.5,0.5,9,NC1-SHUFFLED,1,0,1,1,1222,1222,101.33577576416495,13,2245,150,120,8,0,0,0,0.39163956092906,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7335c6a5217557e5,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC2-RANDOM,0,1,0,1,1198,1198,98.77145866671749,14,3125,150,120,7,0,0,0,0.8125155822830984,4,0,1,1,0,1,1,0,0,1,0,0,0,0,7335c6a5217557e5,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5714285714285714,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC4-ABLATION,1,0,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.9732,4,0,0,0,0,0,1,0,0,1,0,1,1,1,7335c6a5217557e5,0.5714285714285714,1.0
task_0008,family_01,template_01,0.75,1.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,505.55555555555554,20,9270,150,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,P-SPIDER-MEA-BATCHED,1,0,0,1,1770,1770,162.22222222222223,14,3100,150,30,7,1,1,0,0.9762,4,0,1,1,1,0,1,0,0,0,1,0,0,0,a4bec5da581c4abb,0.14285714285714285,0.14285714285714285
task_0008,family_01,template_01,0.75,1.0,9,NC1-SHUFFLED,1,0,1,1,1155,1155,93.93072446737307,13,2155,150,30,8,0,0,0,0.4487121103147686,2,0,1,1,1,1,1,0,0,0,1,0,0,0,a4bec5da581c4abb,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC2-RANDOM,0,1,0,1,1312,1312,111.43914031820539,14,3035,150,30,7,0,0,0,0.7598579360165965,3,1,1,0,0,1,1,0,0,0,0,0,0,0,a4bec5da581c4abb,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC4-ABLATION,1,0,1,1,1720,1720,156.66666666666666,14,3125,150,120,7,0,0,0,0.0289,0,1,0,0,0,1,1,0,0,1,0,0,0,0,a4bec5da581c4abb,0.14285714285714285,0.14285714285714285
task_0009,family_01,template_01,1.0,1.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9733,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,505.55555555555554,20,9270,150,120,0,0,1,0,0.9733,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9733,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9733,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,P-SPIDER-MEA-BATCHED,1,0,0,1,1720,1720,156.66666666666666,14,3125,150,120,7,1,1,0,0.99,4,0,0,0,0,0,1,0,0,1,0,0,0,0,7eb480052a3a6428,0.14285714285714285,0.14285714285714285
task_0009,family_01,template_01,1.0,1.0,9,NC1-SHUFFLED,1,0,0,1,1269,1269,106.62244550932057,13,2245,150,120,8,0,0,0,0.7862820068507237,3,1,0,0,0,1,1,0,0,1,0,0,0,0,7eb480052a3a6428,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC2-RANDOM,0,1,0,1,1078,1078,85.4227037955629,14,3125,150,120,7,0,0,0,0.6566353076626033,3,0,0,1,1,1,1,0,0,1,0,0,0,0,7eb480052a3a6428,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC4-ABLATION,1,0,1,1,1720,1720,156.66666666666666,14,3125,150,120,7,0,0,0,0.0112,0,1,0,0,0,1,1,0,0,1,0,0,0,0,7eb480052a3a6428,0.14285714285714285,0.14285714285714285
task_0010,family_01,template_01,0.25,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5714285714285714,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.5714285714285714,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.5714285714285714,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.5714285714285714,0.0
task_0010,family_01,template_01,0.25,0.5,9,P-SPIDER-MEA-BATCHED,1,0,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,0,1,1,1,983b290fb5cda1ac,0.5714285714285714,1.0
task_0010,family_01,template_01,0.25,0.5,9,NC1-SHUFFLED,1,0,0,1,1042,1042,81.34306373643743,13,2245,150,120,8,0,0,0,0.8457953142907757,4,0,0,0,0,1,1,0,0,0,1,0,0,0,983b290fb5cda1ac,0.2,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC2-RANDOM,0,1,0,1,1260,1260,105.57161473128407,13,2245,150,120,8,0,0,0,0.7029720342417528,3,1,1,0,1,1,1,1,0,1,0,0,0,0,983b290fb5cda1ac,0.2,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5714285714285714,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC4-ABLATION,0,1,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.99,4,0,0,0,0,0,1,0,0,1,0,1,1,1,983b290fb5cda1ac,0.5714285714285714,1.0
task_0011,family_01,template_01,0.5,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9897,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.3214285714285714,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.9897,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.3214285714285714,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9897,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.3214285714285714,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9897,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.3214285714285714,0.0
task_0011,family_01,template_01,0.5,0.5,9,P-SPIDER-MEA-BATCHED,1,0,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,0,1,1,1,40719ae41302f928,0.3214285714285714,0.5
task_0011,family_01,template_01,0.5,0.5,9,NC1-SHUFFLED,1,0,1,1,1285,1285,108.3652085677389,13,2245,150,120,8,0,0,0,0.44063301799298826,2,0,0,0,0,1,1,0,0,1,0,0,0,0,40719ae41302f928,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC2-RANDOM,1,0,0,1,1168,1168,95.43173387027282,14,3125,150,120,7,0,0,0,0.7284326687446674,3,0,0,0,1,1,1,1,0,1,0,0,0,0,40719ae41302f928,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.3214285714285714,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC4-ABLATION,0,0,0,1,870,870,62.22222222222222,13,1405,150,120,9,1,1,0,0.9534,4,0,0,0,0,0,1,0,0,1,0,1,1,1,40719ae41302f928,0.3214285714285714,0.5
task_0012,family_02,template_02,0.0,0.0,10,B-COLD,1,0,0,1,5050,5050,505.0,21,10120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-RAG-EMBED,1,0,0,1,750,750,55.0,12,1470,150,120,10,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-STAGEHAND-CACHE,1,0,0,1,550,550,55.0,11,1320,0,120,10,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
