task_id,family_id,template_id,novelty_fraction,length,system,success,false_accept,unknown,precision,tokens,browser_calls,latency_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin
task_0019,family_03,template_03,1.0,11,P-SPIDER-PARAM,1,0,1,0,5850,23,11270,0,0,1,0,0.0,0
task_0019,family_03,template_03,1.0,11,B-COLD,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0019,family_03,template_03,1.0,11,B-INSTRUCTION,1,0,0,1,5570,23,11120,0,0,1,0,0.5,2
task_0019,family_03,template_03,1.0,11,B-RAG-EMBED,1,0,0,1,5750,23,11270,0,0,1,0,0.5,2
task_0019,family_03,template_03,1.0,11,B-STAGEHAND-CACHE,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0019,family_03,template_03,1.0,11,B-TERX-REPLAY,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0019,family_03,template_03,1.0,11,NC1-SHUFFLED,1,0,1,0,5850,23,11270,0,0,1,0,0.0,0
task_0019,family_03,template_03,1.0,11,NC2-RANDOM,1,0,0,1,5750,23,11270,0,1,1,1,0.8,4
task_0019,family_03,template_03,1.0,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,P-SPIDER-PARAM,1,0,0,1,900,12,1590,11,1,1,0,1.0,4
task_0020,family_03,template_03,0.25,11,B-COLD,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,B-INSTRUCTION,1,0,0,1,5570,23,11120,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,B-RAG-EMBED,1,0,0,1,5750,23,11270,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,B-STAGEHAND-CACHE,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,B-TERX-REPLAY,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
task_0020,family_03,template_03,0.25,11,NC1-SHUFFLED,1,0,0,1,900,12,1590,11,1,1,0,1.0,4
task_0020,family_03,template_03,0.25,11,NC2-RANDOM,1,0,0,1,5750,23,11270,0,1,1,1,0.8,4
task_0020,family_03,template_03,0.25,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,23,11120,0,0,1,0,0.5,2
